,Currency,DailyHigh,DailyHighDate,DailyHighTime,DailyLow,DailyLowDate,DailyLowTime,DailyOpen,DailyOpenDate,DailyOpenTime,LastSale,LastSaleDate,LastSaleSize,LastSaleTime,LastYearClose,LastYearCloseDate,PriceSource,PriceUsedForCalculations,PriceUsedForCalculationsDate,PriceUsedForCalculationsTime,ShortName,Symbol,YearlyHigh,YearlyHighDate,YearlyLow,YearlyLowDate,YieldToMaturity,Valoren
24617476,USD,100.86,10/19/2016,10:21:31 AM,100.86,10/19/2016,10:21:31 AM,100.86,10/19/2016,10:21:31 AM,100.86,10/19/2016,16000,5:20:55 PM,95.26,7/30/2015,FINRA,0.0,,,JPMorgan Chase Callable Contingent Interest Notes 2014-27.6.17 Sr Lkd to Basket of Indices Ser E Var Rt,JPM4132069,100.86,10/19/2016,90.0,1/25/2016,0.0,24617476
24634280,USD,86.47,12/15/2015,11:37:49 AM,85.72,12/15/2015,11:38:16 AM,86.47,12/15/2015,11:37:49 AM,85.72,12/15/2015,25000,5:20:49 PM,85.72,12/15/2015,FINRA,0.0,,,JPMorgan Chase Knock-Out Buffered Return Enhanced Notes 2014-14.12.16 Sr Lkd to Basket of Index & Fund  Series E,JPM4132883,86.47,12/15/2015,84.25,1/20/2015,0.0,24634280
24699792,USD,93.6,8/10/2016,10:43:13 AM,93.6,8/10/2016,10:43:13 AM,93.6,8/10/2016,10:43:13 AM,93.6,8/10/2016,45000,5:20:42 PM,86.98,12/23/2015,FINRA,0.0,,,JPMorgan Chase Knock-Out Buffered Return Enhanced Notes 2014-23.12.16 Sr Lkd to Basket Series E,JPM4136815,93.6,8/10/2016,93.6,8/10/2016,0.0,24699792
24734738,USD,97.27,7/1/2016,1:10:00 PM,97.27,7/1/2016,1:10:00 PM,97.27,7/1/2016,1:10:00 PM,97.27,7/1/2016,27000,5:20:52 PM,91.805,11/12/2015,FINRA,0.0,,,JPMorgan Chase Buffered Callable Range Accrual Notes 2014-30.6.21 Sr Lkd to S&P 500 Index Series E Var Rt,JPM4138030,97.27,7/1/2016,91.29,2/8/2016,0.0,24734738
24745402,USD,107.55,4/21/2015,12:45:00 PM,107.55,4/21/2015,12:45:00 PM,107.55,4/21/2015,12:45:00 PM,107.55,4/21/2015,50000,5:20:37 PM,107.55,4/21/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2014-30.9.20 Sr Lkd to EURO STOXX 50 Idx Ser E,JPM4138035,107.55,4/21/2015,107.55,4/21/2015,0.0,24745402
24759403,USD,11.02,5/8/2015,10:05:52 AM,10.903,5/8/2015,10:04:21 AM,10.95,5/8/2015,10:04:21 AM,11.02,5/8/2015,0,5:20:35 PM,11.02,5/8/2015,FINRA,0.0,,,JPMorgan Chase Contingent Absolute Return Performance          Securities 2014-30.6.20 Sr Lkd to EURO STOXX 50 Index Ser E,JPM4136857,11.02,5/8/2015,10.903,5/8/2015,0.0,24759403
24771715,USD,9.66,10/6/2016,11:05:00 AM,9.636,10/6/2016,11:06:51 AM,9.636,10/6/2016,11:06:51 AM,9.66,10/6/2016,0,5:20:51 PM,10.56,11/13/2015,FINRA,0.0,,,JPMorgan Chase Trigger Performance Secs 2014-30.6.17 Sr Lkd to EURO STOXX 50 Idx Ser E,JPM4137993,9.66,10/6/2016,9.636,10/6/2016,0.0,24771715
24784594,USD,91.93,4/6/2016,1:17:23 PM,91.501,4/6/2016,1:17:23 PM,91.501,4/6/2016,1:17:23 PM,91.93,4/6/2016,65000,5:20:36 PM,95.02,11/17/2015,FINRA,0.0,,,JPMorgan Chase Contingent Coupon Callable Yield Notes 2014-2.7.18 Sr Lkd to Basket Ser E Var Rt,JPM4139031,91.93,4/6/2016,91.501,4/6/2016,0.0,24784594
24784623,USD,9.72,11/3/2016,11:51:03 AM,9.696,11/3/2016,11:51:03 AM,9.696,11/3/2016,11:51:03 AM,9.72,11/3/2016,0,5:20:54 PM,9.54,10/9/2015,FINRA,0.0,,,JPMorgan Chase Trigger Autocallable Optimization Securities 2014-28.6.19 Sr Lkd to Shs of General Motors Series E,JPM4139035,9.83,4/28/2016,9.381,5/27/2016,0.0,24784623
24806503,USD,96.77,6/21/2016,3:36:10 PM,96.77,6/21/2016,3:36:10 PM,96.77,6/21/2016,3:36:10 PM,96.77,6/21/2016,125000,5:20:41 PM,96.0,10/20/2015,FINRA,0.0,,,JPMorgan Chase Contingent Coupon Callable Yield Notes 2014-5.7.17 Sr Lkd to Basket of Indices Ser E Var Rt,JPM4140860,97.5,5/18/2016,96.25,5/18/2016,0.0,24806503
24854531,USD,89.33,3/18/2016,10:11:56 AM,89.08,3/18/2016,10:15:08 AM,89.33,3/18/2016,10:11:56 AM,89.08,3/18/2016,50000,5:20:38 PM,95.0494,10/22/2015,FINRA,0.0,,,JPMorgan Chase Contingent Coupon Callable Yield Notes 2014-2.8.17 Sr Lkd to Basket Series E Var Rt,JPM4148849,89.33,3/18/2016,87.15,3/16/2016,0.0,24854531
24931556,USD,98.36,4/7/2015,10:19:36 AM,98.36,4/7/2015,10:19:36 AM,98.36,4/7/2015,10:19:36 AM,98.36,4/7/2015,250000,5:20:33 PM,98.36,4/7/2015,FINRA,0.0,,,JPMorgan Chase Knock Out Buffered Return Enhanced Notes 2014-21.7.17 Sr Lkd to Basket Series E,JPM4145218,98.36,4/7/2015,98.36,4/7/2015,0.0,24931556
24961799,USD,11.05,11/3/2015,10:57:42 AM,10.983,11/3/2015,10:57:42 AM,10.983,11/3/2015,10:57:42 AM,11.05,11/3/2015,0,5:20:43 PM,11.05,11/3/2015,FINRA,0.0,,,JPMorgan Chase Trigger Return Optimization Securities 2014-24.7.17 Sr Lkd to EURO STOXX 50 Idx Series E,JPM4145626,11.05,11/3/2015,10.983,11/3/2015,0.0,24961799
24967061,USD,9.01,10/16/2015,10:59:00 AM,8.947,10/16/2015,10:59:00 AM,8.947,10/16/2015,10:59:00 AM,9.01,10/16/2015,0,5:20:41 PM,9.01,10/16/2015,FINRA,0.0,,,JPMorgan Chase Trigger Performance Secs 2014-31.7.19 Sr Lkd to Basket of Indices Ser E,JPM4149000,9.475,2/17/2015,8.947,10/16/2015,0.0,24967061
24967686,USD,9.0,7/7/2016,11:21:19 AM,8.8365,7/7/2016,11:26:00 AM,9.0,7/7/2016,11:21:19 AM,8.85,7/7/2016,0,5:20:37 PM,11.18,2/24/2015,FINRA,0.0,,,JPMorgan Chase Trigger Performance Secs 2014-31.7.17 Sr Lkd to EURO STOXX 50 Idx Series E,JPM4149002,9.0,7/7/2016,8.8365,7/7/2016,0.0,24967686
24971271,USD,9.62,6/9/2016,12:01:28 PM,9.596,6/9/2016,12:01:28 PM,9.62,6/9/2016,12:01:28 PM,9.596,6/9/2016,0,5:20:45 PM,10.65,11/24/2015,FINRA,0.0,,,JPMorgan Chase Trigger Return Optimization Secs 2014-31.7.17 Sr Lkd to EURO STOXX 50 Index Ser E,JPM4149001,9.62,6/9/2016,9.596,6/9/2016,0.0,24971271
25011593,USD,10.54,8/11/2016,11:04:34 AM,10.54,8/11/2016,11:04:34 AM,10.54,8/11/2016,11:04:34 AM,10.54,8/11/2016,0,5:20:49 PM,10.17,10/30/2015,FINRA,0.0,,,JPMorgan Chase Contingent Income Auto Callable Secs 2014-3.8.17 Sr Lkd to Shs of SanDisk Series E Var Rt,JPM4150579,10.85,6/22/2016,9.19,1/14/2016,0.0,25011593
25013497,USD,6.85,11/7/2016,3:24:14 PM,6.85,11/7/2016,3:24:14 PM,6.85,11/7/2016,3:24:14 PM,6.85,11/7/2016,0,5:20:55 PM,5.24,12/30/2015,FINRA,0.0,,,JPMorgan Chase Contingent Income Auto Callable Secs 2014-28.7.17 Sr Lkd to Shs Michael Kors Hldgs Ser E Var Rt,JPM4147817,7.18,8/1/2016,4.43,1/20/2016,0.0,25013497
25077828,USD,99.96,8/1/2016,12:09:26 PM,99.75,8/1/2016,12:09:59 PM,99.96,8/1/2016,12:09:26 PM,99.75,8/1/2016,75000,5:20:48 PM,0.0,7/29/2014,FINRA,0.0,,,JPMorgan Chase Review Notes 2014-31.8.17 Sr Lkd to Basket of Indices Series E,JPM4151212,99.96,8/1/2016,99.75,8/1/2016,0.0,25077828
25077830,USD,97.95,9/30/2016,2:44:10 PM,97.706,9/30/2016,2:44:10 PM,97.706,9/30/2016,2:44:10 PM,97.95,9/30/2016,50000,5:20:38 PM,90.065,10/27/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2014-31.8.20 Sr Lkd JPMorgan ETF Efficiente 5 Idx E 477,JPM4151219,97.95,9/30/2016,88.379,1/5/2016,0.0,25077830
25125732,USD,97.67,11/3/2016,1:34:55 PM,97.333,11/3/2016,3:06:29 PM,97.67,11/3/2016,1:34:55 PM,97.333,11/3/2016,444000,5:20:43 PM,95.97,11/18/2015,FINRA,0.0,,,JPMorgan Chase Contingent Coupon Callable Yield Notes 2014-10.8.18 Sr Lkd to Basket Series E Var Rt,JPM4152300,99.0,5/13/2016,92.35,1/15/2016,0.0,25125732
25159583,USD,3.84,7/13/2016,10:47:39 AM,3.783,7/13/2016,11:13:52 AM,3.84,7/13/2016,10:47:39 AM,3.81,7/13/2016,0,5:20:48 PM,2.095,12/29/2015,FINRA,0.0,,,JPMorgan Chase Trigger Autocallable Optimization Securities 2014-14.8.19 Sr Lkd to Shs of Freeport-MMR Cpr&Gld Ser E,JPM4153438,3.84,7/13/2016,3.783,7/13/2016,0.0,25159583
24363568,USD,99.53,9/28/2016,5:20:49 PM,99.41,9/28/2016,5:20:49 PM,99.53,9/28/2016,5:20:49 PM,99.53,9/28/2016,0,5:20:49 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Notes 2014-5.5.17 Sr Lkd to Basket of Currencies Ser E,JPM4122939,99.53,9/28/2016,99.41,9/28/2016,0.0,24363568
23848151,USD,5.32,8/12/2016,1:09:21 PM,5.267,8/12/2016,1:14:42 PM,5.32,8/12/2016,1:09:21 PM,5.267,8/12/2016,0,5:20:46 PM,5.48,12/30/2015,FINRA,0.0,,,JPMorgan Chase Contingent Income Auto Callable Secs 2014-10.3.17 Sr Lkd to Shs Mosaic Ser E Fltg Rt,JPM4105301,5.55,4/27/2016,4.49,2/9/2016,0.0,23848151
24825774,USD,11.08,4/16/2015,10:32:05 AM,11.07,4/16/2015,10:45:05 AM,11.08,4/16/2015,10:32:05 AM,11.07,4/16/2015,0,5:20:33 PM,11.07,4/16/2015,FINRA,0.0,,,JPMorgan Chase Dual Directional Trigger PLUS 2014-6.7.17 Sr Lkd to EURO STOXX 50 Index Series E,JPM4141220,11.08,4/16/2015,9.78,1/26/2015,0.0,24825774
24948246,USD,99.37,8/14/2015,3:12:19 PM,99.0,8/14/2015,3:13:14 PM,99.0,8/14/2015,3:13:14 PM,99.0,8/14/2015,20000,5:20:34 PM,99.0,8/14/2015,FINRA,0.0,,,JPMorgan Chase Capped Buffered Equity Notes 2014-27.7.18 Sr Lkd to S&P 500 Index Series E,JPM4146591,99.37,8/14/2015,99.0,8/14/2015,0.0,24948246
25069882,USD,90.96,8/8/2016,1:36:36 PM,90.96,8/8/2016,1:36:36 PM,90.96,8/8/2016,1:36:36 PM,90.96,8/8/2016,100000,5:20:47 PM,97.27,11/3/2015,FINRA,0.0,,,JPMorgan Chase Auto Callable Notes 2014-3.8.17 Sr Lkd to Basket of Idx and iShs Ser E,JPM4150342,90.96,8/8/2016,90.7,8/1/2016,0.0,25069882
25077838,USD,11.13,10/13/2016,11:45:24 AM,11.13,10/13/2016,11:45:24 AM,11.13,10/13/2016,11:45:24 AM,11.13,10/13/2016,0,5:20:49 PM,10.2,12/7/2015,FINRA,0.0,,,JPMorgan Chase Trigger Performance Leveraged Upside Securities 2014-3.3.17 Sr Lkd to S&P 500 Index Series E,JPM4151217,11.38,8/15/2016,9.36,1/21/2016,0.0,25077838
23910219,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Knock-Out Buffered Notes 2014-23.3.17 Sr Lkd to S&P 500 Index Series E,JPM4108911,0.0,,0.0,,0.0,23910219
31089816,USD,11.06,10/21/2016,2:47:06 PM,11.05,10/21/2016,2:12:35 PM,11.05,10/21/2016,2:12:35 PM,11.06,10/21/2016,0,5:20:50 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Performance Leveraged Upside Securities 2016-21.2.17 Lkd to S&P 500 Index Series E,JPM4327850,11.06,10/21/2016,10.68,6/6/2016,0.0,31089816
31090178,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Contingent Income Callable Securities 2016-21.1.20 Lkd to Basket of Indices Series E Var Rt,JPM4327472,0.0,,0.0,,0.0,31090178
31099292,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Buffered Enhanced Participation Equity Notes 2016-12.4.17 Lkd to Russell 1000 Growth Index Series E,JPM4328206,0.0,,0.0,,0.0,31099292
31099297,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Enhanced Participation Equity Notes 2016-20.7.17 Lkd to EURO STOXX 50 Index Series E,JPM4327473,0.0,,0.0,,0.0,31099297
31100970,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Review Notes 2016-18.1.18 Lkd to S&P 500 Index Series E,JPM4327466,0.0,,0.0,,0.0,31100970
31118402,USD,106.79,11/10/2016,11:18:22 AM,105.86,11/10/2016,11:24:19 AM,106.79,11/10/2016,11:18:22 AM,105.86,11/10/2016,13000,5:20:55 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Digital Notes 2016-17.1.19 Lkd to S&P 500 Index Series E,JPM4327515,106.79,11/10/2016,97.79,2/5/2016,0.0,31118402
31118555,USD,104.68,11/9/2016,12:28:10 PM,104.68,11/9/2016,12:28:10 PM,104.68,11/9/2016,12:28:10 PM,104.68,11/9/2016,10000,5:20:45 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Contingent Buffered Return Enhanced Notes 2016-19.1.18 Lkd to iShs MSCI EAFE ETF Series E,JPM4327459,105.4,8/26/2016,96.75,2/2/2016,0.0,31118555
31118805,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Trigger Phoenix Autocallable Optimization Securities 2016-22.1.21 Lkd to Shs of Amazon.com Series E  Var Rt,JPM4327841,0.0,,0.0,,0.0,31118805
31118977,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Trigger Phoenix Autocallable Optimization Securities 2016-22.1.21 Lkd to Shs of Ford Motor Series E Var Rt,JPM4327842,0.0,,0.0,,0.0,31118977
31119019,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Trigger Phoenix Autocallable Optimization Securities 2016-22.1.21 Lkd to Shs of Merck & Co Series E Var Rt,JPM4327843,0.0,,0.0,,0.0,31119019
31119053,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Contingent Buffered Return Enhanced Notes 2016-19.7.18 Lkd to EURO STOXX 50 Index Series E,JPM4328198,0.0,,0.0,,0.0,31119053
31141688,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2016-19.1.18 Lkd to Basket Series E,JPM4327826,0.0,,0.0,,0.0,31141688
31159626,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Contingent Buffered Return Enhanced Notes 2016-19.7.18 Lkd to EURO STOXX 50 Index Series E,JPM4328137,0.0,,0.0,,0.0,31159626
31159629,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Digital Dual Directional Contingent Buffered Notes 2016-1.2.17 Lkd to EURO STOXX 50 Index Series E,JPM4328226,0.0,,0.0,,0.0,31159629
31159642,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Autocallable Contingent Buffered Return EnhancedNotes 2016-19.1.18 Lkd to Basket of Indices Series E,JPM4328199,0.0,,0.0,,0.0,31159642
31160432,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2016-19.1.18 Lkd to S&P GSCI Crude Oil Index ER Series E,JPM4328296,0.0,,0.0,,0.0,31160432
31160458,USD,100.63,3/23/2016,11:40:25 AM,100.53,3/23/2016,11:40:25 AM,100.53,3/23/2016,11:40:25 AM,100.63,3/23/2016,50000,5:20:31 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Auto Callable Contingent Interest Notes 2016-22.1.19 Lkd to S&P GSCI Crude Oil Index ER Ser E Var Rt,JPM4328297,100.63,3/23/2016,100.53,3/23/2016,0.0,31160458
31203802,USD,97.99,7/13/2016,3:45:13 PM,96.25,7/13/2016,4:52:00 PM,97.99,7/13/2016,3:45:13 PM,97.25,7/13/2016,20000,5:20:50 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Callable Range Accrual Notes 2016-22.1.31 Lkd to S&P 500 Index Series E Var Rt,JPM4328536,100.0,1/19/2016,96.25,7/13/2016,0.0,31203802
31204216,USD,9.56,9/1/2016,4:00:23 PM,9.56,9/1/2016,4:00:23 PM,9.56,9/1/2016,4:00:23 PM,9.56,9/1/2016,0,5:20:43 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Contingent Income Auto-Callable Securities 2016-30.1.17 Lkd to Shs of Valero Energy Ser E Var Rt,JPM4328999,9.56,9/1/2016,9.0,7/15/2016,0.0,31204216
31235943,USD,100.0,1/20/2016,4:44:00 PM,100.0,1/20/2016,4:44:00 PM,100.0,1/20/2016,4:44:00 PM,100.0,1/20/2016,750000,5:20:52 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Dual Directional Contingent Buffered Return Enhanced Notes 2016-25.1.18 Lkd to Basket of Indices Series E,JPM4328709,100.0,1/20/2016,100.0,1/20/2016,0.0,31235943
31235945,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Airbag Return Optimization Secs 2016-24.2.17 Lkd to S&P 500 Index Series E,JPM4328691,0.0,,0.0,,0.0,31235945
31236386,USD,101.7,5/31/2016,11:24:54 AM,101.7,5/31/2016,11:24:54 AM,101.7,5/31/2016,11:24:54 AM,101.7,5/31/2016,1000000,5:21:04 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2016-25.7.18 Lkd to EURO STOXX 50 Index Series E,JPM4328751,101.7,5/31/2016,101.7,5/31/2016,0.0,31236386
31236638,USD,101.9612,2/24/2016,10:07:44 AM,101.9612,2/24/2016,10:07:44 AM,101.9612,2/24/2016,10:07:44 AM,101.9612,2/24/2016,125000,5:20:39 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Buffered Enhanced Participation Equity Notes 2016-17.1.18 Lkd to iShares MSCI Emerging Markets Series E,JPM4328992,104.16,2/1/2016,100.0,1/25/2016,0.0,31236638
31236786,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2016-29.1.21 Lkd to EURO STOXX 50 Index Series E,JPM4329340,0.0,,0.0,,0.0,31236786
31236791,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Contingent Coupon Callable Yield Notes 2016-4.2.19 Lkd to Basket Series E Var Rt,JPM4329337,0.0,,0.0,,0.0,31236791
31237540,USD,12.28,9/26/2016,1:11:12 PM,12.25,9/26/2016,1:10:42 PM,12.25,9/26/2016,1:10:42 PM,12.28,9/26/2016,0,5:20:34 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Trigger Performance Securities 2016-29.1.21 Lkd to Energy Select Sector SPDR Fund Series E,JPM4330863,12.67,4/29/2016,10.661,3/10/2016,0.0,31237540
31254029,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Review Notes 2016-24.1.19 Lkd to EURO STOXX 50 Index Series E,JPM4328994,0.0,,0.0,,0.0,31254029
31254158,USD,97.11,8/18/2016,2:35:18 PM,96.61,8/18/2016,2:37:32 PM,97.11,8/18/2016,2:35:18 PM,96.61,8/18/2016,247000,5:20:46 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Auto Callable Contingent Interest Notes 2016-30.1.18 Lkd to Basket of Shs Series E Var Rt,JPM4329037,100.0,1/25/2016,96.61,8/18/2016,0.0,31254158
31254440,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Dual Directional Contingent Buffered Return Enhanced Notes 2016-27.1.21 Lkd to Basket of Indices Series E,JPM4329326,0.0,,0.0,,0.0,31254440
31277502,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Auto Callable Contingent Interest Notes 2016-1.5.17 Lkd to Basket of Indices Series E Var Rt,JPM4329348,0.0,,0.0,,0.0,31277502
31277611,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Uncapped Buffered Return Enhanced Notes 2016-31.1.20 Lkd to EURO STOXX 50 Index Series E,JPM4329343,0.0,,0.0,,0.0,31277611
31277834,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Dual Directional Contingent Buffered Return Enh Nts 2016-29.1.21 Lkd to S&P 500 Index Series E,JPM4329364,0.0,,0.0,,0.0,31277834
31277836,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Review Notes 2016-31.1.20 Lkd to Basket of Indices Series E,JPM4329342,0.0,,0.0,,0.0,31277836
31277844,USD,104.4,6/29/2016,1:22:06 PM,104.273,6/29/2016,1:22:29 PM,104.4,6/29/2016,1:22:06 PM,104.273,6/29/2016,10000,5:20:43 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2016-31.1.18 Lkd to Russell 2000 Index Series E,JPM4329360,104.4,6/29/2016,104.273,6/29/2016,0.0,31277844
31277847,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Auto Callable Contingent Interest Notes 2016-31.1.17 Lkd to Basket of indices Series E Var Rt,JPM4329351,0.0,,0.0,,0.0,31277847
31277851,USD,99.46,6/29/2016,1:19:46 PM,99.31,6/29/2016,1:45:50 PM,95.4,6/29/2016,12:57:55 PM,99.31,6/29/2016,25000,5:20:45 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2016-31.1.18 Lkd to iShs MSCI EAFE ETF Series E,JPM4329358,99.46,6/29/2016,94.7,2/8/2016,0.0,31277851
31277857,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2016-31.1.18 Lkd to EURO STOXX 50 Index Series E,JPM4329354,0.0,,0.0,,0.0,31277857
31277861,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2016-31.1.18 Lkd to iShs MSCI Emerging Markets ETF Series E,JPM4329356,0.0,,0.0,,0.0,31277861
31277862,USD,111.65,9/9/2016,10:46:36 AM,111.65,9/9/2016,10:46:36 AM,111.65,9/9/2016,10:46:36 AM,111.65,9/9/2016,20000,5:20:42 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Dual Directional Contingent Buffered Return Enhanced Notes 2016-31.1.19 Lkd to Basket of Indices Series E,JPM4329363,111.65,9/9/2016,111.65,9/9/2016,0.0,31277862
31277863,USD,100.0,1/26/2016,4:21:01 PM,100.0,1/26/2016,4:21:01 PM,100.0,1/26/2016,4:21:01 PM,100.0,1/26/2016,200000,5:20:48 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2016-31.1.18 Lkd to S&P 500 Index Series E,JPM4329355,100.0,1/26/2016,100.0,1/26/2016,0.0,31277863
31277866,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Dual Directional Contingent Buffered Return Enhanced Notes 2016-31.1.20 Lkd to Basket of Indices Series E,JPM4329362,0.0,,0.0,,0.0,31277866
31277872,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Dual Directional Notes 2016-31.1.20 Lkd to EURO STOXX 50 Index Series E,JPM4329361,0.0,,0.0,,0.0,31277872
31277874,USD,100.0,1/26/2016,4:32:32 PM,100.0,1/26/2016,4:32:32 PM,100.0,1/26/2016,4:32:32 PM,100.0,1/26/2016,10000,5:20:48 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Review Notes 2016-31.1.19 Lkd to Basket of Indices Series E,JPM4329665,100.0,1/26/2016,100.0,1/26/2016,0.0,31277874
31277879,USD,104.26,6/14/2016,12:29:46 PM,104.033,6/14/2016,12:24:57 PM,104.033,6/14/2016,12:24:57 PM,104.26,6/14/2016,30000,5:42:26 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Uncapped Dual Directional Notes 2016-29.1.21 Lkd S&P 500 Index Series E,JPM4329666,104.26,6/14/2016,100.0,1/26/2016,0.0,31277879
31277890,USD,100.0,1/26/2016,4:24:16 PM,100.0,1/26/2016,4:24:16 PM,100.0,1/26/2016,4:24:16 PM,100.0,1/26/2016,25000,5:20:48 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Uncapped Buffered Return Enhanced Notes 2016-31.1.20 Lkd to S&P 500 Index Series E,JPM4329353,100.0,1/26/2016,100.0,1/26/2016,0.0,31277890
31277911,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Capped Dual Directional Contingent Buffered Return Enh Nts 2016-31.1.20 Lkd to S&P 500 Index Series E,JPM4329365,0.0,,0.0,,0.0,31277911
31278111,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Airbag Autocallable Yield Optimization Notes 2016-31.1.17 Lkd to Shs of Aetna Series E,JPM4330865,0.0,,0.0,,0.0,31278111
31278253,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Airbag Autocallable Yield Optimization Notes 2016-31.1.17 Lkd to Shs of Intel Series E,JPM4330866,0.0,,0.0,,0.0,31278253
31278264,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Trigger Phoenix Autocallable Optimization Securities 2016-31.1.19 Lkd to Basket of Indices Ser E Var Rt,JPM4330864,0.0,,0.0,,0.0,31278264
31278295,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Digital Equity Notes 2016-31.3.17 Lkd to EURO STOXX 50 Index Series E,JPM4331995,0.0,,0.0,,0.0,31278295
31280725,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Auto Callable Contingent Interest Notes 2016-1.2.21 Lkd to Basket Series E Var Rt,JPM4331368,0.0,,0.0,,0.0,31280725
